TinhTrangBDS,DienTich,Phongngu,TenPhanKhu,SoTang,PhongTam,Loai,GiayTo,MaCanHo,TinhTrangNoiThat,HuongCuaChinh,HuongBanCong,DacDiem,Quan,USD
Đã bàn giao,62.0,2,,,2, Chung cư, Đã có sổ,,,,,, Quận 7,80000.0
Đã bàn giao,85.0,3,1,15.0,2, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản, Nam, Bắc, Căn góc, Quận Phú Nhuận,196000.0
Đã bàn giao,60.45,2, A3,18.0,2, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Đông Bắc, Tây Nam,, Quận Thủ Đức,67600.0
Đã bàn giao,65.0,2,,,1, Chung cư,,,,, Đông,, Quận 8,72000.0
Chưa bàn giao,56.0,2,,,2, Chung cư, Đã có sổ,, Nội thất cao cấp,,, Căn góc, Quận Thủ Đức,56000.0
Chưa bàn giao,38.0,1,,,1, Chung cư, Đang chờ sổ,, Nội thất đầy đủ,,,, Quận Bình Tân,34400.0
Đã bàn giao,70.0,2,,,2, Chung cư,,,,,,, Quận Phú Nhuận,144000.0
Đã bàn giao,44.0,1,,,1, Chung cư, Đã có sổ,, Nội thất cao cấp,,,, Quận Phú Nhuận,100000.0
Đã bàn giao,70.0,2, A,12.0,2, Chung cư, Đang chờ sổ,, Nội thất đầy đủ, Bắc, Nam,, Quận Tân Bình,158000.0
Đã bàn giao,90.0,3,,17.0,2, Chung cư, Đã có sổ, 17-08, Hoàn thiện cơ bản, Nam, Đông Nam, Căn góc, Quận Thủ Đức,112000.0
Đã bàn giao,86.0,3,,,2, Chung cư,,,,,,, Quận Phú Nhuận,200000.0
Đã bàn giao,65.0,2, A,10.0,2, Chung cư, Đang chờ sổ, A 10-10, Hoàn thiện cơ bản,, Đông Nam,, Quận 12,90400.0
Đã bàn giao,250.0,1,,,1, Duplex,,,,,,, Quận 2,292000.0
Đã bàn giao,60.0,2, b,,2, Chung cư, Đã có sổ,, Hoàn thiện cơ bản,,,, Quận 10,110000.0
Đã bàn giao,50.0,2,,,1, Chung cư,,,,,,, Quận 9,64000.0
Chưa bàn giao,119.0,3,,,3," Căn hộ dịch vụ, mini", Đã có sổ,, Nội thất cao cấp,,,, Quận Gò Vấp,280000.0
Đã bàn giao,70.0,2," A1-A2-A3-A4-A5 B1-B2-B3-B4 tổng cộng có 9 block trong đó tòa Block A1 là tòa tháp cao cấp,hiện đại,sang trọng nhất",,2, Chung cư, Đã có sổ,, Nội thất cao cấp, Đông, Tây, Căn góc, Quận 7,60000.0
Đã bàn giao,82.0,2, A,12.0,2, Chung cư, Đang chờ sổ,,, Tây Bắc, Đông Nam,, Quận 4,128000.0
Đã bàn giao,66.0,2,,,2, Chung cư, Đã có sổ,, Nội thất cao cấp,,, Căn góc, Huyện Nhà Bè,14000.0
Đã bàn giao,88.0,3,,,2, Chung cư, Đã có sổ,,,,,, Quận 7,128000.0
Đã bàn giao,78.0,2,,,2, Chung cư,,,,,,, Quận 8,70000.0
Đã bàn giao,67.0,2, A,20.0,2, Chung cư, Đã có sổ,, Nội thất đầy đủ, Đông Bắc, Tây Nam, Căn góc, Huyện Nhà Bè,95200.0
Đã bàn giao,91.0,2, MP3,3.0,2, Chung cư, Đang chờ sổ,3, Hoàn thiện cơ bản,,, Căn góc, Huyện Bình Chánh,144000.0
Chưa bàn giao,61.0,2,,,2, Chung cư, Đang chờ sổ,,, Tây Bắc, Đông Nam,, Quận Thủ Đức,51600.0
Đã bàn giao,62.0,2,,,2, Chung cư, Đã có sổ,,,,,, Quận 7,80000.0
Đã bàn giao,97.0,2,,,2, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Đông Bắc, Tây Nam, Căn góc, Quận 6,142000.0
Đã bàn giao,63.0,2,,,2, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản,,,, Quận Bình Tân,64000.0
Đã bàn giao,194.0,3,,,3, Penthouse, Đã có sổ,, Nội thất cao cấp, Nam, Tây Bắc, Căn góc, Quận 7,280000.0
Đã bàn giao,21.0,1,,1.0,1," Tập thể, cư xá", Đã có sổ,,, Đông, Tây,, Quận 10,39960.0
Đã bàn giao,146.0,3,,,2, Chung cư, Đã có sổ,,,,, Căn góc, Quận 8,164000.0
Chưa bàn giao,52.0,1,,,1, Chung cư, Giấy tờ khác,,,,,, Quận 8,71200.0
Đã bàn giao,63.0,2,,,1, Chung cư,,,, Nam, Nam,, Quận Bình Tân,92000.0
Đã bàn giao,78.0,2,,,2, Chung cư, Đã có sổ,,,,, Căn góc, Quận Tân Phú,84000.0
Đã bàn giao,64.8,4,,,5, Penthouse, Đã có sổ,, Hoàn thiện cơ bản, Đông Bắc, Đông Bắc,, Quận Gò Vấp,340000.0
Đã bàn giao,69.0,2, B,,2, Chung cư, Đã có sổ,,, Bắc, Nam,, Quận 7,120000.0
Đã bàn giao,71.0,2,,,2, Chung cư, Đang chờ sổ,,,,,, Huyện Nhà Bè,128000.0
Đã bàn giao,85.0,2, Ruby,,2, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,, Quận Bình Thạnh,180000.0
Đã bàn giao,71.0,2, A,14.0,2, Chung cư, Đã có sổ,5, Nội thất cao cấp, Đông, Nam, Căn góc, Huyện Nhà Bè,94000.0
Đã bàn giao,134.0,3, TOPAZ,,2, Chung cư, Đã có sổ,,, Đông Nam, Tây Nam, Căn góc, Quận Bình Thạnh,260000.0
Đã bàn giao,67.0,2,,,2, Chung cư, Đã có sổ,,,,,, Quận 9,94400.0
Đã bàn giao,118.0,3,,,2, Chung cư, Đã có sổ,, Nội thất đầy đủ,,, Căn góc, Quận Bình Thạnh,288000.0
Đã bàn giao,71.7,2,,,2, Chung cư, Đang chờ sổ,,,,,, Quận Thủ Đức,118000.0
Đã bàn giao,67.0,2,,,1, Chung cư, Đã có sổ,, Nội thất đầy đủ, Tây Bắc, Đông Nam,, Quận 8,94000.0
Đã bàn giao,88.0,3,,,2, Chung cư,,,, Đông, Tây,, Quận 2,176000.0
Đã bàn giao,115.0,2,,,2, Chung cư, Đã có sổ,,,,,, Quận 8,132000.0
Đã bàn giao,70.0,3, A3,19.0,2, Chung cư, Đang chờ sổ, A3-1901, Hoàn thiện cơ bản,,, Căn góc, Quận 12,71600.0
Đã bàn giao,115.0,2,,,2, Chung cư, Đã có sổ,, Nội thất đầy đủ, Tây Bắc, Đông Nam,, Quận 8,126000.0
Chưa bàn giao,54.0,2, U,15.0,1, Chung cư,,12, Hoàn thiện cơ bản, Tây, Đông,, Quận 7,74000.0
Đã bàn giao,83.0,2,,,2, Chung cư, Đã có sổ,, Nội thất cao cấp, Tây Bắc,,, Quận 6,118000.0
Đã bàn giao,194.0,3,,,3, Penthouse, Đã có sổ,, Nội thất cao cấp, Nam, Tây Bắc, Căn góc, Quận 7,280000.0
Đã bàn giao,85.0,3,1,15.0,2, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản, Nam, Bắc, Căn góc, Quận Phú Nhuận,196000.0
Đã bàn giao,95.0,3,,,2, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,, Căn góc, Quận 7,212000.0
Chưa bàn giao,50.0,1,,,1, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,,, Quận 2,196000.0
Đã bàn giao,68.0,2,,,2, Chung cư, Đang chờ sổ,, Nội thất đầy đủ, Nam, Bắc,, Quận 7,128000.0
Đã bàn giao,52.0,2,,,1, Chung cư,,, Nội thất đầy đủ,,,, Quận 4,152000.0
Đã bàn giao,62.0,2, A,7.0,2, Chung cư, Đang chờ sổ, A717, Hoàn thiện cơ bản, Tây Nam, Đông Nam,, Quận Tân Phú,78000.0
Đã bàn giao,150.0,3,,,2, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,, Quận Bình Thạnh,740000.0
Đã bàn giao,69.0,2, A,5.0,2, Chung cư, Đang chờ sổ, A4.12, Nội thất đầy đủ,,,, Quận Bình Tân,84000.0
Chưa bàn giao,75.0,2, B,,2, Chung cư, Đang chờ sổ,15, Nội thất cao cấp, Nam, Bắc,, Quận Thủ Đức,112000.0
Đã bàn giao,62.0,2,,,2, Chung cư, Đã có sổ,,, Tây Bắc, Đông Nam,, Quận 2,140000.0
Đã bàn giao,30.0,1,,,1, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản,,,, Quận 9,50000.0
Đã bàn giao,77.0,2,,15.0,2, Chung cư, Đang chờ sổ,, Bàn giao thô,,,, Quận 2,148000.0
Đã bàn giao,73.0,2,,,2, Chung cư,,,, Tây, Đông,, Quận Tân Bình,120000.0
Đã bàn giao,86.0,3,,,2, Chung cư,,, Hoàn thiện cơ bản,,, Căn góc, Quận Phú Nhuận,180000.0
Đã bàn giao,52.0,2,,,2, Chung cư, Đã có sổ,, Nội thất đầy đủ, Tây Bắc, Đông Nam, Căn góc, Quận 12,52000.0
Đã bàn giao,90.01,3,,,2, Chung cư,,,,,,, Quận 9,79080.0
Chưa bàn giao,58.0,2,1,,1, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản, Bắc, Nam,, Quận 12,88000.0
Đã bàn giao,81.0,2, A,12.0,2, Chung cư, Đã có sổ, F12A4, Nội thất cao cấp, Nam, Bắc,, Quận 2,141440.0
Chưa bàn giao,49.0,1,,,1, Chung cư, Đã có sổ,, Nội thất cao cấp, Đông Nam, Tây Bắc,, Quận 6,78000.0
Đã bàn giao,64.0,2,,,2, Chung cư, Đang chờ sổ,,, Bắc, Nam, Căn góc, Quận Bình Tân,72000.0
Đã bàn giao,66.0,2,,,2, Chung cư, Đang chờ sổ,,,,,, Quận 7,144000.0
Đã bàn giao,57.0,2,,,1, Chung cư,,,, Nam, Tây Bắc,, Quận Tân Phú,71200.0
Đã bàn giao,56.0,2, b3,5.0,1, Chung cư, Đã có sổ,, Nội thất đầy đủ, Nam, Tây,, Quận 1,107600.0
Chưa bàn giao,75.0,2,2,5.0,2, Chung cư, Giấy tờ khác,17,, Đông Nam, Đông Nam,, Quận Bình Tân,103200.0
Đã bàn giao,53.0,2,,,1, Chung cư, Đã có sổ,,,,,, Quận 9,60000.0
Đã bàn giao,72.25,2,,,2, Chung cư, Đang chờ sổ,,,,, Căn góc, Quận 8,84000.0
Đã bàn giao,62.0,2,,7.0,2, Chung cư, Đã có sổ,707, Nội thất cao cấp, Tây Bắc, Đông Nam,, Quận Gò Vấp,100000.0
Đã bàn giao,75.0,2,,,2, Chung cư, Đang chờ sổ,, Nội thất cao cấp, Nam, Bắc,, Quận 2,129000.0
Chưa bàn giao,56.0,2,,,1, Chung cư, Đang chờ sổ,,,,,, Quận Bình Tân,83600.0
Đã bàn giao,75.0,2,,,2, Chung cư, Đã có sổ,,,,,, Quận Thủ Đức,10000.0
Chưa bàn giao,85.0,2,,,2, Chung cư,,,,,,, Quận Tân Phú,166400.0
Chưa bàn giao,55.0,2,,,1, Chung cư, Đang chờ sổ,,,,, Căn góc, Quận Thủ Đức,67600.0
Chưa bàn giao,65.0,2," A, D,C,B",,2, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,, Căn góc, Huyện Bình Chánh,64000.0
Đã bàn giao,49.0,1,,,1, Chung cư, Đang chờ sổ,, Nội thất đầy đủ, Tây, Đông,, Quận Bình Tân,52000.0
Đã bàn giao,72.0,2,,,2, Chung cư,,,,,,, Quận 10,220000.0
Đã bàn giao,58.0,2,,,1, Chung cư, Đã có sổ,, Nội thất cao cấp,,, Căn góc, Quận Phú Nhuận,116000.0
Đã bàn giao,69.0,2,,,2," Căn hộ dịch vụ, mini", Đã có sổ,,,,, Căn góc, Quận 9,240000.0
Đã bàn giao,97.0,3, P5,,2, Chung cư, Đã có sổ,, Nội thất cao cấp,,, Căn góc, Quận Gò Vấp,176000.0
Đã bàn giao,215.0,4,,,5, Penthouse, Đã có sổ,,, Nam,,, Huyện Bình Chánh,59200.0
Đã bàn giao,58.0,2,,5.0,1, Chung cư, Đã có sổ,, Nội thất đầy đủ, Tây Bắc, Đông Nam, Căn góc, Quận Phú Nhuận,116000.0
Đã bàn giao,69.0,2, Block c,12.0,2, Chung cư, Đang chờ sổ,2, Nội thất đầy đủ, Đông Nam, Tây Bắc,, Quận 9,111600.0
Đã bàn giao,92.0,3, a1,,2, Chung cư, Đang chờ sổ, f1,, Bắc, Nam, Căn góc, Quận 7,100000.0
Đã bàn giao,71.0,2, e,,2, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Đông Bắc, Tây Nam,, Quận Tân Phú,130000.0
Chưa bàn giao,76.0,2,,,2, Chung cư, Đang chờ sổ,, Nội thất đầy đủ, Đông Bắc, Nam,, Quận Thủ Đức,90000.0
Chưa bàn giao,40.0,1,1,6.0,1," Căn hộ dịch vụ, mini", Đang chờ sổ,, Nội thất đầy đủ,,, Căn góc, Quận Bình Tân,42000.0
Đã bàn giao,62.0,2,,7.0,2, Chung cư, Đã có sổ,707, Nội thất cao cấp, Tây Bắc, Đông Nam,, Quận Gò Vấp,100000.0
Đã bàn giao,65.0,2,,,1, Chung cư,,,,, Đông,, Quận 8,72000.0
Đã bàn giao,70.0,1, A,7.0,1, Chung cư, Đang chờ sổ, BPA - 0712, Nội thất cao cấp, Đông Nam, Tây Bắc,, Quận Tân Bình,160000.0
Đã bàn giao,85.0,3,1,15.0,2, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản, Nam, Bắc, Căn góc, Quận Phú Nhuận,196000.0
Đã bàn giao,53.0,2,,,1, Chung cư, Đã có sổ,,,,,, Quận 9,60000.0
Đã bàn giao,52.0,2, B,,1, Chung cư, Đang chờ sổ,,,,,, Quận 8,22000.0
Đã bàn giao,70.0,2,,,2, Chung cư,,,,,,, Quận 7,114000.0
Đã bàn giao,65.0,2,,,2, Chung cư,,,, Đông, Tây,, Quận Tân Bình,124000.0
Đã bàn giao,36.0,1,,,1, Officetel, Đang chờ sổ,, Hoàn thiện cơ bản,,,, Quận Phú Nhuận,76000.0
Đã bàn giao,65.0,2,,,2, Chung cư, Đã có sổ,,,,,, Quận Tân Bình,128000.0
Đã bàn giao,50.0,2,,,1, Chung cư,,,,,,, Quận 10,98000.0
Đã bàn giao,86.0,3,,,2, Chung cư, Đang chờ sổ,,,,,, Quận Tân Phú,140000.0
Đã bàn giao,63.0,2,,,2, Chung cư, Đã có sổ,,,,,, Quận 2,78000.0
Chưa bàn giao,79.0,2,,,2, Chung cư,,,, Nam, Đông,, Quận 8,98000.0
Chưa bàn giao,61.0,2,,,2, Chung cư, Đang chờ sổ,, Nội thất cao cấp, Đông, Đông Nam,, Quận Thủ Đức,72000.0
Đã bàn giao,68.0,2, B4,,2, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,, Quận 7,80800.0
Chưa bàn giao,79.93,3,,,2, Chung cư, Giấy tờ khác,,,,,, Quận 6,146000.0
Đã bàn giao,69.0,2,,,2, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản,,, Căn góc, Quận 9,30000.0
Chưa bàn giao,70.0,2,,,2, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản,,,, Huyện Nhà Bè,28000.0
Đã bàn giao,69.0,2,,,2, Chung cư,,,,,, Căn góc, Quận 9,99560.0
Chưa bàn giao,67.0,2, b,,1, Chung cư, Đang chờ sổ,20, Hoàn thiện cơ bản, Tây, Đông,, Quận Tân Phú,96000.0
Đã bàn giao,64.0,2,,,1, Chung cư, Đã có sổ,, Bàn giao thô,,,, Quận 11,152000.0
Đã bàn giao,80.0,2,,,2, Chung cư, Đang chờ sổ,,,, Đông Bắc,, Quận 2,168000.0
Đã bàn giao,66.0,2,,,2, Chung cư,,,,, Tây,, Quận Bình Tân,46000.0
Đã bàn giao,56.0,2, b3,5.0,1, Chung cư, Đã có sổ,, Nội thất đầy đủ, Nam, Tây,, Quận 1,107600.0
Đã bàn giao,83.6,3, e,3.0,2, Chung cư, Đang chờ sổ,303, Nội thất cao cấp, Nam, Đông Bắc,, Quận Tân Phú,152000.0
Đã bàn giao,70.0,1, A,7.0,1, Chung cư, Đang chờ sổ, BPA - 0712, Nội thất cao cấp, Đông Nam, Tây Bắc,, Quận Tân Bình,160000.0
Đã bàn giao,68.0,2,,,2, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Đông, Tây,, Quận Bình Tân,64000.0
Chưa bàn giao,50.0,1,,,1, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,,, Quận 2,196000.0
Đã bàn giao,98.0,3,,,2, Chung cư, Đã có sổ,,, Tây Nam, Đông Bắc,, Quận Bình Thạnh,380000.0
Đã bàn giao,60.0,2, A2,5.0,1, Chung cư, Đã có sổ,, Nội thất đầy đủ, Bắc, Tây, Căn góc, Quận Bình Tân,62000.0
Đã bàn giao,85.0,3,,,2, Chung cư,,,,,,, Quận 8,101400.0
Đã bàn giao,90.0,2,,,2, Chung cư,,,,,,, Quận 10,268000.0
Chưa bàn giao,52.0,2,,,1, Chung cư, Giấy tờ khác,,,,,, Quận 8,66000.0
Đã bàn giao,47.0,1, S1072801,,1, Chung cư, Đang chờ sổ,,, Đông Nam,,, Quận 9,76800.0
Chưa bàn giao,62.0,1,,,1, Duplex, Đã có sổ,, Hoàn thiện cơ bản, Tây, Đông, Căn góc, Quận Gò Vấp,44000.0
Đã bàn giao,68.0,2, B4,,2, Chung cư, Đã có sổ,, Hoàn thiện cơ bản,,,, Quận 7,78000.0
Đã bàn giao,110.0,2,,,2, Chung cư,,,, Tây Bắc,,, Quận 2,140000.0
Đã bàn giao,108.0,3,,,2, Chung cư, Đang chờ sổ,, Nội thất cao cấp, Đông Nam, Tây Bắc,, Quận Bình Thạnh,280000.0
Đã bàn giao,56.0,2,,8.0,2, Chung cư, Đã có sổ,, Nội thất cao cấp,,, Căn góc, Quận Bình Tân,29720.0
Đã bàn giao,110.0,3,,,2, Chung cư, Đã có sổ,, Nội thất đầy đủ, Đông Nam, Tây Bắc,, Huyện Nhà Bè,90000.0
Đã bàn giao,90.0,3,,,2, Chung cư, Đang chờ sổ,,,,,, Quận 9,110400.0
Chưa bàn giao,72.0,2,,,2, Chung cư,,,, Đông, Tây,, Quận 8,74800.0
Chưa bàn giao,50.0,1,,,1, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản,,,, Quận 8,88000.0
Đã bàn giao,55.0,1,,,1, Chung cư, Đang chờ sổ,,,,,, Quận 9,68000.0
Đã bàn giao,52.0,1, B,9.0,1, Chung cư, Đã có sổ,,,,, Căn góc, Quận 7,76000.0
Chưa bàn giao,62.0,2,,,2, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản,,, Căn góc, Quận 8,88000.0
Chưa bàn giao,55.0,2,,,2, Chung cư, Đã có sổ,, Nội thất đầy đủ, Tây, Đông, Căn góc, Quận Thủ Đức,52000.0
Đã bàn giao,64.0,2, A7A8,,2, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Nam, Bắc, Căn góc, Quận Bình Tân,68800.0
Đã bàn giao,55.0,2,,,2, Chung cư,,,,,,, Huyện Bình Chánh,60000.0
Đã bàn giao,72.25,2,,,2, Chung cư, Đang chờ sổ,,,,, Căn góc, Quận 8,84000.0
Đã bàn giao,62.0,2,,7.0,2, Chung cư, Đã có sổ,707, Nội thất cao cấp, Tây Bắc, Đông Nam,, Quận Gò Vấp,100000.0
Đã bàn giao,61.0,2, B,,2, Chung cư, Đang chờ sổ,, Nội thất đầy đủ, Tây Nam, Đông Bắc,, Huyện Nhà Bè,43600.0
Chưa bàn giao,53.0,2,,,1, Chung cư, Giấy tờ khác,, Nội thất cao cấp,,,, Quận Bình Thạnh,66000.0
Chưa bàn giao,56.0,2,,,1, Chung cư,,,,,,, Quận 12,16000.0
Đã bàn giao,70.0,2,,,2, Chung cư,,,,,,, Huyện Nhà Bè,118000.0
Đã bàn giao,83.0,2,,,2, Chung cư,,,,,,, Huyện Nhà Bè,100000.0
Đã bàn giao,79.0,2,,,2, Chung cư,,,,,,, Quận 2,158800.0
Đã bàn giao,55.0,1,,,1, Chung cư, Đang chờ sổ,,,,,, Quận 9,68000.0
Chưa bàn giao,71.3,2, A,,2, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản, Đông Bắc, Tây Nam,, Quận 2,148000.0
Chưa bàn giao,58.3,2,,,2, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản,,,, Quận 9,128000.0
Đã bàn giao,97.25,2,,,2, Chung cư, Đã có sổ,276335, Nội thất đầy đủ,,,, Quận 7,94000.0
Chưa bàn giao,89.24,2,,,2, Chung cư,,,, Đông Bắc, Tây Nam,, Quận Thủ Đức,111200.0
Đã bàn giao,53.0,2,,,1, Chung cư, Đang chờ sổ,, Nội thất đầy đủ,, Đông,, Quận 9,68000.0
Đã bàn giao,63.0,2,,,2, Chung cư,,,, Đông Bắc, Tây Nam,, Quận Bình Tân,62000.0
Đã bàn giao,68.0,2,,,2, Chung cư, Đang chờ sổ,, Nội thất cao cấp, Tây Nam, Đông Bắc,, Quận 8,104800.0
Chưa bàn giao,72.0,2, A,,2, Chung cư, Đang chờ sổ,18, Hoàn thiện cơ bản, Tây, Đông,, Quận Tân Phú,104000.0
Đã bàn giao,87.0,2, Iris,21.0,2, Chung cư, Đang chờ sổ,10,,,,, Quận 10,248000.0
Đã bàn giao,460.0,11,,,7, Officetel, Đã có sổ,, Nội thất cao cấp,,,, Quận Gò Vấp,740000.0
Đã bàn giao,56.0,2,,,2, Chung cư, Đã có sổ,,,,,, Quận Thủ Đức,52000.0
Đã bàn giao,145.0,3,,,2, Chung cư, Đã có sổ,,,,,, Quận Phú Nhuận,236000.0
Chưa bàn giao,40.0,1,,,1, Chung cư,,,,,,, Quận Bình Tân,36840.0
Đã bàn giao,78.0,2,,,2, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản,,,, Quận 8,106000.0
Đã bàn giao,65.0,2,,,1, Chung cư,,,,, Đông,, Quận 8,72000.0
Chưa bàn giao,72.0,2,,,2, Chung cư, Giấy tờ khác,,,,,, Quận 8,72600.0
Đã bàn giao,55.0,2,,,2, Chung cư,,,,,,, Huyện Bình Chánh,60000.0
Đã bàn giao,97.6,3, D,6.0,2, Chung cư, Đã có sổ, D6.1, Nội thất cao cấp,,,, Quận 7,196000.0
Đã bàn giao,75.0,2,,,2, Chung cư, Đã có sổ,,,,,, Quận 9,100800.0
Đã bàn giao,65.0,2, A,,2, Chung cư, Đã có sổ,,, Đông Bắc, Tây Nam,, Quận 9,80000.0
Đã bàn giao,90.3,3,,,2, Chung cư,,,,,,, Quận 9,110400.0
Chưa bàn giao,34.0,2,1,5.0,1," Căn hộ dịch vụ, mini", Giấy tờ khác,,, Đông Nam, Nam, Căn góc, Quận Bình Thạnh,10400.0
Đã bàn giao,68.0,2,,,6, Chung cư,,,, Tây Nam, Đông Bắc,, Quận Thủ Đức,96000.0
Đã bàn giao,74.0,2,,,2, Chung cư, Đã có sổ,,,,,, Quận Thủ Đức,80000.0
Chưa bàn giao,57.0,2,,,1, Chung cư,,,,,,, Quận 12,84000.0
Chưa bàn giao,56.0,2,,,1, Chung cư,,,,,,, Quận Thủ Đức,20000.0
Đã bàn giao,47.0,1,,,1, Chung cư, Đang chờ sổ,,,,,, Quận 9,74000.0
Đã bàn giao,52.0,1,,,1, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản,,,, Huyện Nhà Bè,66000.0
Đã bàn giao,70.0,2, B,,2, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Đông Nam, Tây Bắc,, Quận 9,86000.0
Đã bàn giao,69.0,2,,5.0,1, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Tây, Đông, Căn góc, Quận Thủ Đức,82000.0
Chưa bàn giao,35.0,1,,,1, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,, Quận 11,32800.0
Đã bàn giao,76.0,3, A1,,2, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Đông Nam,, Căn góc, Quận Thủ Đức,84000.0
Đã bàn giao,52.0,1, B,17.0,1, Chung cư, Đang chờ sổ,3,, Tây Bắc, Đông Nam,, Quận 9,72000.0
Đã bàn giao,40.0,2,,,1, Chung cư, Đã có sổ,,,,,, Quận 12,11600.0
Đã bàn giao,76.0,2,,,2, Chung cư, Đang chờ sổ,,, Đông Nam,,, Quận Thủ Đức,76000.0
Đã bàn giao,40.0,1,,5.0,1," Căn hộ dịch vụ, mini", Đã có sổ,, Nội thất cao cấp,,,, Huyện Hóc Môn,11800.0
Đã bàn giao,38.0,1, B,,1, Chung cư, Đã có sổ,,,,,, Quận Thủ Đức,44000.0
Đã bàn giao,53.0,1,,,1, Chung cư, Đã có sổ,,, Tây Bắc, Đông Nam,, Quận Bình Thạnh,93200.0
Đã bàn giao,62.0,2,,,2, Chung cư, Đã có sổ,,,,,, Quận 7,80000.0
Đã bàn giao,73.0,3,,,2, Chung cư, Đang chờ sổ,,,,,, Quận 8,78000.0
Đã bàn giao,83.6,3, e,3.0,2, Chung cư, Đang chờ sổ,303, Nội thất cao cấp, Nam, Đông Bắc,, Quận Tân Phú,152000.0
Chưa bàn giao,72.0,2,,,2, Chung cư, Giấy tờ khác,,,,,, Quận 8,72600.0
Chưa bàn giao,61.0,2,,,2, Chung cư, Đang chờ sổ,,, Tây Bắc, Đông Nam,, Quận Thủ Đức,51600.0
Đã bàn giao,73.0,2,,15.0,2, Chung cư, Đang chờ sổ,,, Tây Nam, Đông Bắc,, Quận 12,84000.0
Đã bàn giao,85.0,2,,,3, Chung cư,,,,,,, Quận 7,68800.0
Đã bàn giao,101.0,2,,,2," Căn hộ dịch vụ, mini", Đang chờ sổ,, Hoàn thiện cơ bản,,,, Quận 9,168000.0
Đã bàn giao,70.0,2,,,2, Chung cư, Đã có sổ,, Nội thất cao cấp,,, Căn góc, Quận Bình Thạnh,140000.0
Đã bàn giao,75.0,2,,,2, Chung cư,,,,,,, Quận 8,107200.0
Đã bàn giao,53.0,2,,,1, Chung cư,,,,,,, Quận Gò Vấp,88000.0
Đã bàn giao,74.0,2,,,1, Chung cư,,,,,,, Quận 9,66800.0
Đã bàn giao,54.0,1,,,1, Chung cư, Đã có sổ,,,,,, Quận 9,65200.0
Đã bàn giao,46.0,1,,,1, Chung cư, Đã có sổ,,,,,, Quận Gò Vấp,64000.0
Đã bàn giao,77.0,2,,,2, Chung cư, Đang chờ sổ,17.6, Hoàn thiện cơ bản,,,, Quận 2,148000.0
Đã bàn giao,61.0,2,,,2, Chung cư, Đã có sổ,,,,,, Quận 12,70000.0
Đã bàn giao,115.0,2,,,2, Chung cư,,,, Đông Bắc, Tây Nam,, Quận 8,152000.0
Đã bàn giao,50.0,2, A,,2, Chung cư, Đã có sổ,,,,,, Quận Thủ Đức,54800.0
Chưa bàn giao,67.0,2,,,2, Chung cư, Đang chờ sổ,,,,,, Quận 8,68400.0
Đã bàn giao,59.0,2,,,1, Chung cư, Đang chờ sổ,,,,,, Huyện Bình Chánh,112000.0
Đã bàn giao,69.0,2, A,9.0,2, Chung cư, Đang chờ sổ,, Nội thất đầy đủ, Đông Bắc, Bắc,, Quận 8,74200.0
Đã bàn giao,67.0,2,,,2, Chung cư,,,, Đông Nam, Tây Bắc,, Quận Bình Thạnh,136000.0
Đã bàn giao,67.0,2,,,2, Chung cư,,,,,,, Quận Thủ Đức,68000.0
Đã bàn giao,70.0,2,,3.0,1, Chung cư, Đã có sổ,3.3, Nội thất đầy đủ,,,, Quận Bình Thạnh,94000.0
Chưa bàn giao,35.0,1,,,1," Căn hộ dịch vụ, mini", Đã có sổ,, Hoàn thiện cơ bản,,, Căn góc, Quận Bình Thạnh,10800.0
Đã bàn giao,73.0,2,,,2, Chung cư,,,,,,, Quận 2,146000.0
